"","Time","Temperature","Humidity"
"1","2021-04-08 00:11:24",22.9,78
"2","2021-04-08 00:11:29",22.9,79
"3","2021-04-08 00:11:34",22.9,79
"4","2021-04-08 00:11:39",22.9,78
"5","2021-04-08 00:11:44",22.9,78
"6","2021-04-08 00:11:49",22.9,78
"7","2021-04-08 00:11:54",22.9,78
"8","2021-04-08 00:11:59",22.9,79
"9","2021-04-08 00:12:04",22.9,79
"10","2021-04-08 00:12:09",22.9,79
"11","2021-04-08 00:12:14",22.9,79
"12","2021-04-08 00:12:19",22.9,79
